Fecha,Representante,CódigoProducto,Unidades
12/30/2014,Miguel Ángel Vega Torres,B016381QZA,2
12/30/2014,Rafaela Cáceres Castro,B018IZ0SWI,3
12/30/2014,Carla Fernández Mendoza,B016381QZA,1
12/30/2014,Adrián Vega Ruiz,B016381QZA,4
12/30/2014,Diego Morales Castro,B00J0O5J4Y,2
12/30/2014,Ricardo Gómez Vargas,B01KBH547A,3
12/30/2014,Silvia Ramírez Rivera,B01DZJFWNC,1
12/30/2014,Eduardo Cáceres Salazar,B018IZ0SWI,2
12/30/2014,Juan Carlos Rodríguez Huamán,B00F3J4B5S,2
12/30/2014,Gabriela Rojas Huerta,B01EYT1URO,3
12/30/2014,Verónica Quispe Rodríguez,B01KBH547A,3
12/30/2014,Julio Vargas López,B00F3J4B5S,1
12/30/2014,Valentina Torres Vega,B01DZJFWNC,3
12/30/2014,Mariana Ruiz Cruz,B00J0O5J4Y,2
12/30/2014,Luis Torres Medina,B01KBH547A,3
12/30/2014,Andrés Ramos Silva,B015YCRYZM,1
12/30/2014,Ana Paula Sánchez Vargas,B016B7INC2,2
12/30/2014,Alejandro Ortega Salinas,B016B7INC2,3
12/30/2014,Sofía Castro Valdez,B016381QZA,2
12/30/2014,Lucía Pérez Guerra,B00NQGP42Y,2
12/30/2014,Sebastián Salazar Peña,B00F3J4B5S,2
12/30/2014,Carolina Espinoza Ramírez,B018IZ0SWI,1
12/30/2014,Manuel Rojas Cárdenas,B018IZ0SWI,1
12/30/2014,Gabriela Navarro Gómez,B018IZ0SWI,1
12/30/2014,Andrés Soto Paredes,B00F3J4B5S,1
12/30/2014,Víctor García Soto,B01LQV1YHO,2
12/30/2014,Camila Paredes Delgado,B01KBH547A,3
12/30/2014,Valeria Tapia Castro,B00K15Q2B0,2
12/30/2014,Eduardo Morales Sánchez,B01EYT1URO,3
12/30/2014,María Fernández Vásquez,B00K15Q2B0,1
12/30/2014,Jorge Huamán Flores,B01EYT1URO,2
12/30/2014,Daniela Chávez Paredes,B016B7INC2,1
12/30/2014,José López Ramírez,B00K15Q2B0,1
12/30/2014,Ana María Vargas Vega,B00NQGP42Y,1
12/30/2014,Carlos Rivera Castro,B00F3J4B5S,3
12/30/2014,Brenda Torres Sánchez,B016381QZA,4
12/30/2014,Luis González López,B00F3J4B5S,3
12/30/2014,Patricia Medina Vargas,B00F3J4B5S,1
12/30/2014,Miguel García Huamán,B00F3J4B5S,6
12/30/2014,Adriana Rodríguez Silva,B01DZJFWNC,2
12/30/2014,Juan Pérez Torres,B00F3J4B5S,2
12/30/2014,Sofía Castro Salinas,B01EYT1URO,3
12/30/2014,Diego Morales López,B018IZ0SWI,2
12/30/2014,Mariana Rojas Medina,B018IZ0SWI,1
12/30/2014,Alejandro Soto Vásquez,B00J0O5J4Y,2
12/30/2014,Valentina Vega Ruiz,B00K15Q2B0,1
12/30/2014,Andrés Gómez Paredes,B00K15Q2B0,1
12/30/2014,Gabriela Huamán Castro,B018IZ0SWI,2
12/30/2014,Eduardo Torres López,B00K15Q2B0,3
12/30/2014,Carla Medina Vargas,B01DZJFWNC,2
12/30/2014,Ricardo García Huerta,B015YCRYZM,16
12/30/2014,Laura Chávez Castro,B01DZJFWNC,2
12/30/2014,Carlos González Ruiz,B018IZ0SWI,2
12/30/2014,Silvia Castro López,B016B7INC2,2
12/30/2014,Juan Carlos Rodríguez Medina,B00F3J4B5S,2
12/30/2014,Luisa Fernández Vargas,B01KBH547A,4
12/30/2014,José Morales Huamán,B016B7INC2,3
12/31/2014,Ana Paula Rojas Torres,B01EYT1URO,1
12/31/2014,Miguel Ángel Vega López,B01EYT1URO,1
12/31/2014,Carla García Castro,B00F3J4B5S,4
1/1/2015,Eduardo Castro Ruiz,B01EYT1URO,3
1/1/2015,Gabriela Ramírez Vargas,B01KBH547A,3
1/2/2015,Ricardo Gómez Medina,B00F3J4B5S,1
1/2/2015,Laura Flores Salazar,B01LQV1YHO,3
1/2/2015,Juan Carlos Rodríguez Delgado,B016381QZA,25
1/2/2015,Luisa García Vásquez,B00F3J4B5S,22
1/3/2015,Ana María Castro Salinas,B00K15Q2B0,3
1/3/2015,Ana María Castro Chávez,B016381QZA,3
1/3/2015,Laura Flores Guzmán,B016381QZA,1
1/4/2015,Carlos González Medina,B01KBH547A,2
1/4/2015,Miguel Ángel Vega Torres,B01DZJFWNC,2
1/5/2015,Rafaela Cáceres Castro,B01KBH547A,1
1/5/2015,Carla Fernández Mendoza,B015YCRYZM,3
1/5/2015,Adrián Vega Ruiz,B00K15Q2B0,3
1/5/2015,Diego Morales Castro,B018IZ0SWI,3
1/6/2015,Ricardo Gómez Vargas,B015YCRYZM,2
1/6/2015,Silvia Ramírez Rivera,B018IZ0SWI,3
1/6/2015,Eduardo Cáceres Salazar,B00K15Q2B0,2
1/7/2015,Juan Carlos Rodríguez Huamán,B01KBH547A,2
1/7/2015,Gabriela Rojas Huerta,B01LQV1YHO,2
1/7/2015,Verónica Quispe Rodríguez,B01KBH547A,23
1/7/2015,Julio Vargas López,B018IZ0SWI,3
1/7/2015,Valentina Torres Vega,B00NQGP42Y,3
1/8/2015,Mariana Ruiz Cruz,B01EYT1URO,2
1/8/2015,Luis Torres Medina,B01KBH547A,18
1/8/2015,Andrés Ramos Silva,B00F3J4B5S,2
1/8/2015,Ana Paula Sánchez Vargas,B016381QZA,2
1/9/2015,Alejandro Ortega Salinas,B01KBH547A,16
1/10/2015,Sofía Castro Valdez,B00F3J4B5S,1
1/10/2015,Lucía Pérez Guerra,B016381QZA,3
1/10/2015,Sebastián Salazar Peña,B00F3J4B5S,24
1/10/2015,Carolina Espinoza Ramírez,B00K15Q2B0,13
1/10/2015,Manuel Rojas Cárdenas,B01KBH547A,3
1/10/2015,Gabriela Navarro Gómez,B018IZ0SWI,2
1/10/2015,Andrés Soto Paredes,B00K15Q2B0,2
1/10/2015,Víctor García Soto,B01DZJFWNC,3
1/12/2015,Camila Paredes Delgado,B00J0O5J4Y,2
1/12/2015,Valeria Tapia Castro,B01KBH547A,3
1/12/2015,Eduardo Morales Sánchez,B00NQGP42Y,2
1/12/2015,María Fernández Vásquez,B018IZ0SWI,3
1/13/2015,Jorge Huamán Flores,B01KBH547A,2
1/13/2015,Daniela Chávez Paredes,B016381QZA,22
1/13/2015,José López Ramírez,B018IZ0SWI,3
1/13/2015,Ana María Vargas Vega,B01LQV1YHO,3
1/13/2015,Carlos Rivera Castro,B01KBH547A,2
1/14/2015,Brenda Torres Sánchez,B016381QZA,2
1/14/2015,Luis González López,B01EYT1URO,3
1/14/2015,Patricia Medina Vargas,B00K15Q2B0,12
1/14/2015,Miguel García Huamán,B00F3J4B5S,1
1/15/2015,Adriana Rodríguez Silva,B01KBH547A,3
1/15/2015,Juan Pérez Torres,B016381QZA,3
1/15/2015,Sofía Castro Salinas,B00K15Q2B0,1
1/15/2015,Diego Morales López,B015YCRYZM,1
1/15/2015,Mariana Rojas Medina,B01EYT1URO,1
1/15/2015,Alejandro Soto Vásquez,B00F3J4B5S,3
1/16/2015,Valentina Vega Ruiz,B00K15Q2B0,2
1/16/2015,Andrés Gómez Paredes,B01KBH547A,2
1/16/2015,Gabriela Huamán Castro,B01KBH547A,3
1/16/2015,Eduardo Torres López,B018IZ0SWI,2
1/17/2015,Carla Medina Vargas,B018IZ0SWI,2
1/17/2015,Ricardo García Huerta,B01EYT1URO,1
1/18/2015,Laura Chávez Castro,B00K15Q2B0,14
1/18/2015,Carlos González Ruiz,B018IZ0SWI,3
1/19/2015,Silvia Castro López,B016381QZA,2
1/19/2015,Juan Carlos Rodríguez Medina,B00F3J4B5S,1
1/19/2015,Luisa Fernández Vargas,B00K15Q2B0,1
1/19/2015,José Morales Huamán,B00K15Q2B0,3
1/20/2015,Ana Paula Rojas Torres,B016B7INC2,23
1/20/2015,Miguel Ángel Vega López,B015YCRYZM,2
1/20/2015,Carla García Castro,B00F3J4B5S,3
1/20/2015,Eduardo Castro Ruiz,B01KBH547A,3
1/20/2015,Gabriela Ramírez Vargas,B01DZJFWNC,3
1/21/2015,Ricardo Gómez Medina,B00NQGP42Y,23
1/21/2015,Laura Flores Salazar,B00NQGP42Y,1
1/21/2015,Juan Carlos Rodríguez Delgado,B00F3J4B5S,1
1/21/2015,Luisa García Vásquez,B018IZ0SWI,1
1/21/2015,Ana María Castro Salinas,B01LQV1YHO,3
1/21/2015,Ana María Castro Chávez,B00NQGP42Y,3
1/21/2015,Laura Flores Guzmán,B018IZ0SWI,2
1/22/2015,Carlos González Medina,B01EYT1URO,1
1/22/2015,Miguel Ángel Vega Torres,B01KBH547A,3
1/22/2015,Rafaela Cáceres Castro,B01EYT1URO,1
1/22/2015,Carla Fernández Mendoza,B016381QZA,2
1/22/2015,Adrián Vega Ruiz,B00K15Q2B0,2
1/23/2015,Diego Morales Castro,B00K15Q2B0,2
1/23/2015,Ricardo Gómez Vargas,B01EYT1URO,15
1/23/2015,Silvia Ramírez Rivera,B01DZJFWNC,13
1/23/2015,Eduardo Cáceres Salazar,B00F3J4B5S,3
1/23/2015,Juan Carlos Rodríguez Huamán,B016B7INC2,3
1/23/2015,Gabriela Rojas Huerta,B01KBH547A,1
1/24/2015,Verónica Quispe Rodríguez,B018IZ0SWI,1
1/24/2015,Julio Vargas López,B01LQV1YHO,2
1/25/2015,Valentina Torres Vega,B01EYT1URO,2
1/25/2015,Mariana Ruiz Cruz,B016381QZA,2
1/25/2015,Luis Torres Medina,B00F3J4B5S,2
1/25/2015,Andrés Ramos Silva,B00K15Q2B0,7
1/25/2015,Ana Paula Sánchez Vargas,B00NQGP42Y,3
1/25/2015,Alejandro Ortega Salinas,B01DZJFWNC,1
1/26/2015,Sofía Castro Valdez,B01KBH547A,1
1/26/2015,Lucía Pérez Guerra,B01DZJFWNC,2
1/26/2015,Sebastián Salazar Peña,B01KBH547A,3
1/27/2015,Carolina Espinoza Ramírez,B01DZJFWNC,2
1/27/2015,Manuel Rojas Cárdenas,B00K15Q2B0,1
1/27/2015,Gabriela Navarro Gómez,B00K15Q2B0,18
1/27/2015,Andrés Soto Paredes,B016B7INC2,1
1/28/2015,Víctor García Soto,B016381QZA,4
1/28/2015,Camila Paredes Delgado,B01EYT1URO,3
1/28/2015,Valeria Tapia Castro,B00F3J4B5S,2
1/28/2015,Eduardo Morales Sánchez,B016381QZA,3
1/28/2015,María Fernández Vásquez,B00K15Q2B0,2
1/28/2015,Jorge Huamán Flores,B018IZ0SWI,3
1/29/2015,Daniela Chávez Paredes,B018IZ0SWI,3
1/29/2015,José López Ramírez,B015YCRYZM,2
1/29/2015,Ana María Vargas Vega,B00F3J4B5S,1
1/29/2015,Carlos Rivera Castro,B01LQV1YHO,3
1/29/2015,Brenda Torres Sánchez,B01KBH547A,2
1/29/2015,Luis González López,B016B7INC2,2
1/29/2015,Patricia Medina Vargas,B016381QZA,1
1/29/2015,Miguel García Huamán,B018IZ0SWI,2
1/30/2015,Adriana Rodríguez Silva,B01DZJFWNC,1
1/30/2015,Juan Pérez Torres,B018IZ0SWI,1
1/30/2015,Sofía Castro Salinas,B00F3J4B5S,3
1/30/2015,Diego Morales López,B00NQGP42Y,1
1/30/2015,Mariana Rojas Medina,B018IZ0SWI,1
1/31/2015,Alejandro Soto Vásquez,B00J0O5J4Y,7
1/31/2015,Valentina Vega Ruiz,B01LQV1YHO,3
1/31/2015,Andrés Gómez Paredes,B01LQV1YHO,1
2/1/2015,Gabriela Huamán Castro,B01EYT1URO,3
2/1/2015,Eduardo Torres López,B016B7INC2,3
2/1/2015,Carla Medina Vargas,B00F3J4B5S,17
2/1/2015,Ricardo García Huerta,B01DZJFWNC,12
2/2/2015,Laura Chávez Castro,B015YCRYZM,2
2/2/2015,Carlos González Ruiz,B01KBH547A,19
2/2/2015,Silvia Castro López,B018IZ0SWI,1
2/2/2015,Juan Carlos Rodríguez Medina,B01KBH547A,1
2/2/2015,Luisa Fernández Vargas,B00K15Q2B0,10
2/3/2015,José Morales Huamán,B00F3J4B5S,2
2/3/2015,Ana Paula Rojas Torres,B01LQV1YHO,1
2/3/2015,Miguel Ángel Vega López,B016B7INC2,3
2/3/2015,Carla García Castro,B01EYT1URO,1
2/3/2015,Eduardo Castro Ruiz,B018IZ0SWI,1
2/3/2015,Gabriela Ramírez Vargas,B01EYT1URO,1
2/4/2015,Ricardo Gómez Medina,B00F3J4B5S,2
2/4/2015,Laura Flores Salazar,B016381QZA,1
2/4/2015,Juan Carlos Rodríguez Delgado,B016B7INC2,4
2/4/2015,Luisa García Vásquez,B018IZ0SWI,1
2/4/2015,Ana María Castro Salinas,B01LQV1YHO,11
2/4/2015,Ana María Castro Chávez,B016381QZA,2
2/5/2015,Laura Flores Guzmán,B01KBH547A,3
2/5/2015,Carlos González Medina,B018IZ0SWI,8
2/5/2015,Miguel Ángel Vega Torres,B015YCRYZM,1
2/5/2015,Rafaela Cáceres Castro,B016381QZA,1
2/6/2015,Carla Fernández Mendoza,B015YCRYZM,5
2/6/2015,Adrián Vega Ruiz,B01EYT1URO,2
2/6/2015,Diego Morales Castro,B00F3J4B5S,3
2/6/2015,Ricardo Gómez Vargas,B00NQGP42Y,2
2/7/2015,Luisa García López,B01DZJFWNC,1
2/7/2015,Juan Carlos Rodríguez Huamán,B01KBH547A,3
2/7/2015,Ana María Castro Chávez,B01DZJFWNC,4
2/8/2015,Miguel Ángel Vega Torres,B00NQGP42Y,1
2/8/2015,Carla Fernández Mendoza,B01EYT1URO,1
2/8/2015,Ricardo Gómez Vargas,B01KBH547A,3
2/8/2015,Silvia Ramírez Rivera,B018IZ0SWI,2
2/9/2015,Diego Morales Castro,B00K15Q2B0,1
2/9/2015,Gabriela Rojas Huerta,B00F3J4B5S,3
2/10/2015,Eduardo Cáceres Salazar,B016B7INC2,3
2/10/2015,Verónica Quispe Rodríguez,B018IZ0SWI,3
2/10/2015,Carlos González Medina,B00NQGP42Y,2
2/10/2015,Laura Flores Guzmán,B016381QZA,2
2/11/2015,Julio Vargas López,B01LQV1YHO,2
2/11/2015,Valentina Torres Vega,B00F3J4B5S,3
2/11/2015,Andrés Ramos Silva,B01KBH547A,2
2/11/2015,Mariana Ruiz Cruz,B016381QZA,2
2/11/2015,Luis Torres Medina,B01LQV1YHO,2
2/12/2015,Ana Paula Sánchez Vargas,B01KBH547A,2
2/12/2015,Rafaela Cáceres Castro,B015YCRYZM,3
2/12/2015,Alejandro Ortega Salinas,B00F3J4B5S,3
2/13/2015,Camila Paredes Delgado,B018IZ0SWI,2
2/13/2015,Víctor García Soto,B01EYT1URO,3
2/13/2015,Sofía Castro Valdez,B015YCRYZM,2
2/13/2015,Adrián Vega Ruiz,B01DZJFWNC,1
2/13/2015,Lucía Pérez Guerra,B01KBH547A,3
2/13/2015,Sebastián Salazar Peña,B018IZ0SWI,1
2/13/2015,Carolina Espinoza Ramírez,B00F3J4B5S,1
2/13/2015,Manuel Rojas Cárdenas,B00K15Q2B0,2
2/14/2015,Gabriela Navarro Gómez,B015YCRYZM,2
2/14/2015,Andrés Soto Paredes,B00F3J4B5S,3
2/14/2015,Valeria Tapia Castro,B01DZJFWNC,2
2/14/2015,Eduardo Morales Sánchez,B01LQV1YHO,22
2/14/2015,María Fernández Vásquez,B018IZ0SWI,3
2/14/2015,Jorge Huamán Flores,B01KBH547A,1
2/14/2015,Daniela Chávez Paredes,B00J0O5J4Y,2
2/14/2015,José López Ramírez,B00NQGP42Y,2
2/14/2015,Ana María Vargas Vega,B00K15Q2B0,2
2/15/2015,Carlos Rivera Castro,B016381QZA,4
2/15/2015,Brenda Torres Sánchez,B01LQV1YHO,1
2/15/2015,Luis González López,B00K15Q2B0,1
2/15/2015,Patricia Medina Vargas,B018IZ0SWI,2
2/16/2015,Miguel García Huamán,B016381QZA,2
2/16/2015,Adriana Rodríguez Silva,B00NQGP42Y,1
2/16/2015,Juan Pérez Torres,B015YCRYZM,4
2/17/2015,Sofía Castro Salinas,B00NQGP42Y,3
2/17/2015,Diego Morales López,B016381QZA,2
2/17/2015,Mariana Rojas Medina,B01KBH547A,1
2/17/2015,Alejandro Soto Vásquez,B018IZ0SWI,3
2/18/2015,Valentina Vega Ruiz,B018IZ0SWI,15
2/18/2015,Andrés Gómez Paredes,B01LQV1YHO,3
2/18/2015,Gabriela Huamán Castro,B018IZ0SWI,3
2/18/2015,Eduardo Torres López,B01KBH547A,1
2/18/2015,Carla Medina Vargas,B01KBH547A,1
2/18/2015,Ricardo García Huerta,B01EYT1URO,1
2/18/2015,Laura Chávez Castro,B016381QZA,1
2/18/2015,Carlos González Ruiz,B018IZ0SWI,1
2/18/2015,Silvia Castro López,B01EYT1URO,3
2/18/2015,Juan Carlos Rodríguez Medina,B00K15Q2B0,3
2/18/2015,Luisa Fernández Vargas,B01DZJFWNC,3
2/18/2015,José Morales Huamán,B01DZJFWNC,3
2/18/2015,Ana Paula Rojas Torres,B00NQGP42Y,2
2/18/2015,Miguel Ángel Vega López,B00NQGP42Y,1
2/18/2015,Carla García Castro,B01KBH547A,2
2/18/2015,Eduardo Castro Ruiz,B00K15Q2B0,2
2/19/2015,Gabriela Ramírez Vargas,B018IZ0SWI,2
2/19/2015,Ricardo Gómez Medina,B00F3J4B5S,2
2/19/2015,Laura Flores Salazar,B01DZJFWNC,2
2/19/2015,Juan Carlos Rodríguez Delgado,B01EYT1URO,3
2/19/2015,Luisa García Vásquez,B01DZJFWNC,2
2/19/2015,Ana María Castro Salinas,B018IZ0SWI,2
2/19/2015,Ana María Castro Chávez,B00F3J4B5S,2
2/20/2015,Laura Flores Guzmán,B015YCRYZM,2
2/20/2015,Carlos González Medina,B00F3J4B5S,3
2/21/2015,Miguel Ángel Vega Torres,B00J0O5J4Y,2
2/21/2015,Rafaela Cáceres Castro,B00J0O5J4Y,3
2/21/2015,Carla Fernández Mendoza,B01EYT1URO,4
2/21/2015,Adrián Vega Ruiz,B018IZ0SWI,3
2/21/2015,Diego Morales Castro,B00F3J4B5S,2
2/21/2015,Ricardo Gómez Vargas,B01DZJFWNC,5
2/21/2015,Silvia Ramírez Rivera,B00K15Q2B0,2
2/22/2015,Eduardo Cáceres Salazar,B016B7INC2,1
2/22/2015,Juan Carlos Rodríguez Huamán,B00K15Q2B0,2
2/22/2015,Gabriela Rojas Huerta,B016381QZA,1
2/22/2015,Verónica Quispe Rodríguez,B01KBH547A,2
2/22/2015,Julio Vargas López,B00F3J4B5S,1
2/22/2015,Valentina Torres Vega,B00K15Q2B0,2
2/22/2015,Mariana Ruiz Cruz,B018IZ0SWI,1
2/23/2015,Luis Torres Medina,B00F3J4B5S,2
2/23/2015,Andrés Ramos Silva,B018IZ0SWI,16
2/23/2015,Ana Paula Sánchez Vargas,B018IZ0SWI,3
2/23/2015,Alejandro Ortega Salinas,B00K15Q2B0,3
2/24/2015,Sofía Castro Valdez,B00NQGP42Y,1
2/24/2015,Lucía Pérez Guerra,B00J0O5J4Y,2
2/24/2015,Sebastián Salazar Peña,B01KBH547A,2
2/24/2015,Carolina Espinoza Ramírez,B00NQGP42Y,4
2/24/2015,Manuel Rojas Cárdenas,B018IZ0SWI,2
2/25/2015,Gabriela Navarro Gómez,B018IZ0SWI,2
2/25/2015,Andrés Soto Paredes,B00K15Q2B0,2
2/25/2015,Víctor García Soto,B00K15Q2B0,4
2/25/2015,Camila Paredes Delgado,B01KBH547A,3
2/25/2015,Valeria Tapia Castro,B00F3J4B5S,1
2/25/2015,Eduardo Morales Sánchez,B01EYT1URO,1
2/26/2015,María Fernández Vásquez,B018IZ0SWI,3
2/26/2015,Jorge Huamán Flores,B00K15Q2B0,4
2/26/2015,Daniela Chávez Paredes,B01DZJFWNC,2
2/26/2015,José López Ramírez,B00K15Q2B0,2
2/26/2015,Ana María Vargas Vega,B016381QZA,3
2/27/2015,Carlos Rivera Castro,B00F3J4B5S,10
2/27/2015,Brenda Torres Sánchez,B016B7INC2,2
2/27/2015,Luis González López,B01DZJFWNC,1
2/28/2015,Patricia Medina Vargas,B00J0O5J4Y,3
2/28/2015,Miguel García Huamán,B01KBH547A,1
2/28/2015,Adriana Rodríguez Silva,B00K15Q2B0,2
2/28/2015,Juan Pérez Torres,B016B7INC2,1
2/28/2015,Sofía Castro Salinas,B01KBH547A,3
2/28/2015,Diego Morales López,B00NQGP42Y,3
3/1/2015,Mariana Rojas Medina,B00F3J4B5S,1
3/1/2015,Alejandro Soto Vásquez,B00J0O5J4Y,4
3/2/2015,Valentina Vega Ruiz,B018IZ0SWI,2
3/2/2015,Andrés Gómez Paredes,B00F3J4B5S,1
3/2/2015,Gabriela Huamán Castro,B01LQV1YHO,2
3/2/2015,Eduardo Torres López,B01KBH547A,3
3/2/2015,Carla Medina Vargas,B00K15Q2B0,1
3/3/2015,Ricardo García Huerta,B00F3J4B5S,1
3/3/2015,Laura Chávez Castro,B00F3J4B5S,2
3/3/2015,Carlos González Ruiz,B00NQGP42Y,3
3/4/2015,Silvia Castro López,B00K15Q2B0,2
3/4/2015,Juan Carlos Rodríguez Medina,B016B7INC2,3
3/5/2015,Luisa Fernández Vargas,B018IZ0SWI,1
3/5/2015,José Morales Huamán,B00K15Q2B0,1
3/5/2015,Ana Paula Rojas Torres,B01EYT1URO,2
3/5/2015,Miguel Ángel Vega López,B01KBH547A,2
3/5/2015,Carla García Castro,B01DZJFWNC,1
3/6/2015,Eduardo Castro Ruiz,B01EYT1URO,1
3/6/2015,Gabriela Ramírez Vargas,B016381QZA,1
3/6/2015,Ricardo Gómez Medina,B01EYT1URO,3
3/6/2015,Laura Flores Salazar,B01DZJFWNC,2
3/6/2015,Juan Carlos Rodríguez Delgado,B018IZ0SWI,6
3/7/2015,Luisa García Vásquez,B00F3J4B5S,3
3/7/2015,Ana María Castro Salinas,B00K15Q2B0,2
3/7/2015,Ana María Castro Chávez,B00K15Q2B0,1
3/7/2015,Laura Flores Guzmán,B00F3J4B5S,2
3/7/2015,Carlos González Medina,B00NQGP42Y,1
3/7/2015,Miguel Ángel Vega Torres,B018IZ0SWI,2
3/7/2015,Rafaela Cáceres Castro,B018IZ0SWI,2
3/8/2015,Carla Fernández Mendoza,B00NQGP42Y,3
3/8/2015,Adrián Vega Ruiz,B00K15Q2B0,2
3/8/2015,Diego Morales Castro,B01KBH547A,2
3/8/2015,Ricardo Gómez Vargas,B018IZ0SWI,2
3/8/2015,Silvia Ramírez Rivera,B00K15Q2B0,2
3/8/2015,Eduardo Cáceres Salazar,B01LQV1YHO,19
3/9/2015,Juan Carlos Rodríguez Huamán,B00K15Q2B0,1
3/10/2015,Gabriela Rojas Huerta,B01LQV1YHO,3
3/10/2015,Verónica Quispe Rodríguez,B01DZJFWNC,2
3/10/2015,Julio Vargas López,B01LQV1YHO,4
3/10/2015,Valentina Torres Vega,B018IZ0SWI,3
3/10/2015,Mariana Ruiz Cruz,B01EYT1URO,3
3/10/2015,Luis Torres Medina,B01DZJFWNC,1
3/11/2015,Andrés Ramos Silva,B018IZ0SWI,4
3/11/2015,Ana Paula Sánchez Vargas,B018IZ0SWI,2
3/11/2015,Alejandro Ortega Salinas,B016381QZA,8
3/11/2015,Sofía Castro Valdez,B016381QZA,1
3/11/2015,Lucía Pérez Guerra,B01LQV1YHO,3
3/12/2015,Sebastián Salazar Peña,B01DZJFWNC,3
3/12/2015,Carolina Espinoza Ramírez,B016381QZA,1
3/12/2015,Manuel Rojas Cárdenas,B00F3J4B5S,1
3/12/2015,Gabriela Navarro Gómez,B01KBH547A,2
3/13/2015,Andrés Soto Paredes,B00F3J4B5S,1
3/13/2015,Víctor García Soto,B01EYT1URO,2
3/13/2015,Camila Paredes Delgado,B01LQV1YHO,2
3/13/2015,Valeria Tapia Castro,B018IZ0SWI,1
3/13/2015,Eduardo Morales Sánchez,B00F3J4B5S,3
3/14/2015,María Fernández Vásquez,B015YCRYZM,10
3/14/2015,Jorge Huamán Flores,B016381QZA,3
3/14/2015,Daniela Chávez Paredes,B016381QZA,2
3/14/2015,José López Ramírez,B016381QZA,2
3/14/2015,Ana María Vargas Vega,B00NQGP42Y,3
3/14/2015,Carlos Rivera Castro,B00NQGP42Y,2
3/14/2015,Brenda Torres Sánchez,B01DZJFWNC,3
3/15/2015,Luis González López,B01KBH547A,2
3/15/2015,Patricia Medina Vargas,B01EYT1URO,1
3/15/2015,Miguel García Huamán,B00K15Q2B0,2
3/16/2015,Adriana Rodríguez Silva,B00K15Q2B0,4
3/16/2015,Juan Pérez Torres,B00K15Q2B0,2
3/16/2015,Sofía Castro Salinas,B01EYT1URO,2
3/16/2015,Diego Morales López,B01EYT1URO,2
3/16/2015,Mariana Rojas Medina,B00F3J4B5S,1
3/16/2015,Alejandro Soto Vásquez,B018IZ0SWI,1
3/16/2015,Valentina Vega Ruiz,B01DZJFWNC,2
3/17/2015,Andrés Gómez Paredes,B00K15Q2B0,2
3/17/2015,Gabriela Huamán Castro,B01KBH547A,2
3/17/2015,Eduardo Torres López,B01KBH547A,3
3/18/2015,Carla Medina Vargas,B01DZJFWNC,2
3/18/2015,Ricardo García Huerta,B00K15Q2B0,1
3/18/2015,Laura Chávez Castro,B01KBH547A,1
3/18/2015,Carlos González Ruiz,B00F3J4B5S,3
3/19/2015,Silvia Castro López,B00F3J4B5S,2
3/19/2015,Juan Carlos Rodríguez Medina,B00F3J4B5S,4
3/19/2015,Luisa Fernández Vargas,B00F3J4B5S,24
3/20/2015,José Morales Huamán,B01LQV1YHO,2
3/20/2015,Ana Paula Rojas Torres,B00K15Q2B0,2
3/20/2015,Miguel Ángel Vega López,B00K15Q2B0,1
3/21/2015,Carla García Castro,B01DZJFWNC,2
3/21/2015,Eduardo Castro Ruiz,B018IZ0SWI,1
3/22/2015,Gabriela Ramírez Vargas,B016B7INC2,1
3/22/2015,Ricardo Gómez Medina,B00F3J4B5S,1
3/22/2015,Laura Flores Salazar,B00NQGP42Y,2
3/22/2015,Juan Carlos Rodríguez Delgado,B00NQGP42Y,11
3/22/2015,Luisa García Vásquez,B00NQGP42Y,3
3/23/2015,Ana María Castro Salinas,B01EYT1URO,1
3/23/2015,Ana María Castro Chávez,B01EYT1URO,2
3/23/2015,Laura Flores Guzmán,B018IZ0SWI,17
3/24/2015,Carlos González Medina,B00NQGP42Y,2
3/24/2015,Miguel Ángel Vega Torres,B016B7INC2,2
3/24/2015,Rafaela Cáceres Castro,B018IZ0SWI,1
3/24/2015,Carla Fernández Mendoza,B00F3J4B5S,3
3/24/2015,Adrián Vega Ruiz,B00J0O5J4Y,4
3/25/2015,Diego Morales Castro,B01DZJFWNC,2
3/25/2015,Ricardo Gómez Vargas,B018IZ0SWI,2
3/25/2015,Silvia Ramírez Rivera,B01KBH547A,2
3/25/2015,Eduardo Cáceres Salazar,B01LQV1YHO,2
3/25/2015,Juan Carlos Rodríguez Huamán,B016381QZA,2
3/25/2015,Gabriela Rojas Huerta,B00K15Q2B0,2
3/25/2015,Verónica Quispe Rodríguez,B01KBH547A,2
3/26/2015,Julio Vargas López,B00F3J4B5S,3
3/26/2015,Valentina Torres Vega,B00K15Q2B0,2
3/26/2015,Mariana Ruiz Cruz,B00K15Q2B0,2
3/26/2015,Luis Torres Medina,B018IZ0SWI,2
3/27/2015,Andrés Ramos Silva,B00K15Q2B0,2
3/27/2015,Ana Paula Sánchez Vargas,B01EYT1URO,1
3/27/2015,Alejandro Ortega Salinas,B01KBH547A,3
3/27/2015,Sofía Castro Valdez,B00K15Q2B0,3
3/27/2015,Lucía Pérez Guerra,B00NQGP42Y,3
3/27/2015,Sebastián Salazar Peña,B018IZ0SWI,3
3/27/2015,Carolina Espinoza Ramírez,B018IZ0SWI,2
3/27/2015,Manuel Rojas Cárdenas,B00F3J4B5S,1
3/28/2015,Gabriela Navarro Gómez,B00K15Q2B0,1
